"out","var","tim","lag","estimate","std.error","p.value","aic","nrow"
"hosp_rate","aerosols","long.term",7,1.23841463838765e-05,8.69397126314407e-07,1.50325568469155e-45,-146295.214526754,9235
"death_rate","aerosols","long.term",7,2.30421419307736e-07,2.83057725759006e-07,0.415629276653168,-356199.56854307,20625
"case_rate","aerosols","long.term",7,1.19486263700073e-05,2.7669120095082e-06,1.57906233335008e-05,-262156.320156174,20625
"hosp_rate","pm25","long.term",7,6.63025083746829e-08,4.5100194521848e-08,0.141571703683754,-123783.967047729,7800
"death_rate","pm25","long.term",7,-5.38969624750319e-10,1.375433024759e-08,0.968742999933206,-289699.456316035,16962
"case_rate","pm25","long.term",7,1.69866659768792e-08,1.2661355463681e-07,0.893276468662284,-214395.440496438,16962
"hosp_rate","aerosols_bin","long.term",7,4.22881141127376e-06,8.82957970062391e-06,0.631995098582776,-146090.703746774,9235
"death_rate","aerosols_bin","long.term",7,3.78915561632079e-07,2.89093736936321e-06,0.895721113234273,-356198.917223551,20625
"case_rate","aerosols_bin","long.term",7,8.82278365675503e-06,2.82715195477634e-05,0.754988074436119,-262137.609661631,20625
"hosp_rate","pm25_bin","long.term",7,3.47655177119862e-05,2.99215930045479e-06,6.0215766893616e-31,-123918.802540084,7800
"death_rate","pm25_bin","long.term",7,7.91466043636575e-07,1.25467660173511e-06,0.528171534554773,-289699.857071522,16962
"case_rate","pm25_bin","long.term",7,3.00781962325865e-05,1.15475571464235e-05,0.0092029459155108,-214402.280311463,16962
"hosp_rate","aerosols","recent",8,1.28875083651888e-06,6.05515613319515e-07,0.0334615320901809,-27434.1140068892,1618
"death_rate","aerosols","recent",8,1.37561429522233e-07,5.04092610392013e-08,0.00638358633320831,-81893.7935546983,3887
"case_rate","aerosols","recent",8,4.72100521377724e-06,1.0559696095077e-06,8.01775809218762e-06,-58244.9763360605,3887
"hosp_rate","pm25","recent",8,-7.19598080077709e-08,2.81510378063859e-08,0.0106884149889797,-23912.3423505346,1411
"death_rate","pm25","recent",8,-2.40873409619107e-09,1.94150220272096e-09,0.21482330814058,-68817.5400249873,3265
"case_rate","pm25","recent",8,-5.76255084584249e-08,4.18810548402677e-08,0.168937807453606,-48761.4836849144,3265
"hosp_rate","aerosols_bin","recent",8,4.70602891706267e-06,5.21121570699488e-06,0.366632273528344,-27430.3334444406,1618
"death_rate","aerosols_bin","recent",8,1.00407517166647e-06,4.42232714412473e-07,0.0232341581475034,-81891.4864740611,3887
"case_rate","aerosols_bin","recent",8,2.167883111744e-05,9.27852131360642e-06,0.0195186064923491,-58230.3750696772,3887
"hosp_rate","pm25_bin","recent",8,9.50894014406994e-06,4.14351706004938e-06,0.0218885873846918,-23911.0517585271,1411
"death_rate","pm25_bin","recent",8,2.81536599646004e-07,2.93287770660419e-07,0.337160736358809,-68816.9163947164,3265
"case_rate","pm25_bin","recent",8,1.58437976827012e-05,6.32175774896425e-06,0.0122512589987883,-48765.9095357982,3265
"hosp_rate","aerosols","long.term",8,1.22209646680114e-05,8.62197876951404e-07,4.02743893436305e-45,-146057.656182042,9208
"death_rate","aerosols","long.term",8,2.78582710775451e-07,2.83980309584336e-07,0.326607822918116,-354773.661056703,20547
"case_rate","aerosols","long.term",8,1.22144549240351e-05,2.77580467847989e-06,1.08635733221982e-05,-261087.92743986,20547
"hosp_rate","pm25","long.term",8,6.5676193964903e-08,4.45927034379671e-08,0.140846029382634,-123715.039265229,7782
"death_rate","pm25","long.term",8,-1.59353608715866e-09,1.37985766981054e-08,0.908061667777796,-288649.651336304,16904
"case_rate","pm25","long.term",8,3.09144841027064e-08,1.27014110023676e-07,0.807703105499918,-213604.92707165,16904
"hosp_rate","aerosols_bin","long.term",8,4.08278304349878e-06,8.78150012562524e-06,0.641992788442325,-145855.121056223,9208
"death_rate","aerosols_bin","long.term",8,1.03735511265041e-06,2.90297213605673e-06,0.720839174066673,-354772.818842198,20547
"case_rate","aerosols_bin","long.term",8,2.04536923037484e-05,2.83880459770748e-05,0.471223190386829,-261068.921738077,20547
"hosp_rate","pm25_bin","long.term",8,3.50750388928973e-05,2.97077513078411e-06,6.84075334399309e-32,-123854.297857209,7782
"death_rate","pm25_bin","long.term",8,8.82980742521252e-07,1.2658139592649e-06,0.485462323167281,-288650.129818366,16904
"case_rate","pm25_bin","long.term",8,3.39110009292595e-05,1.16488870787436e-05,0.00360641651264588,-213613.433243004,16904
"hosp_rate","aerosols","recent",9,1.23089287316047e-06,6.03598797070562e-07,0.0415898852059729,-27417.1300103855,1617
"death_rate","aerosols","recent",9,1.46028137898844e-08,5.04655370970404e-08,0.772319867386606,-81820.2762729619,3884
"case_rate","aerosols","recent",9,1.24357079265462e-06,1.05859314867641e-06,0.240171713646113,-58179.1029879058,3884
"hosp_rate","pm25","recent",9,-6.52914044700195e-08,2.81821363312853e-08,0.0206623192641384,-23907.6955037715,1411
"death_rate","pm25","recent",9,-2.65621028517452e-09,1.93431086999677e-09,0.169783059762029,-68817.9694912149,3265
"case_rate","pm25","recent",9,-3.32129074433041e-08,4.16492615901456e-08,0.425252421959917,-48773.9221616358,3265
"hosp_rate","aerosols_bin","recent",9,3.99383993745237e-06,5.21099931006008e-06,0.44353754387135,-27413.4944858048,1617
"death_rate","aerosols_bin","recent",9,2.28859420330879e-07,4.43677937408449e-07,0.606007428155753,-81820.4601226653,3884
"case_rate","aerosols_bin","recent",9,-1.63084387753543e-05,9.30501283517888e-06,0.0797415062176598,-58180.8078299984,3884
"hosp_rate","pm25_bin","recent",9,9.30793829162397e-06,4.25333247965667e-06,0.0288085685105179,-23907.1063152016,1411
"death_rate","pm25_bin","recent",9,3.25157067234493e-07,2.97127212495546e-07,0.273889073976882,-68817.2748841679,3265
"case_rate","pm25_bin","recent",9,8.31287980430426e-06,6.39597185592761e-06,0.193794585972829,-48774.9855241709,3265
"hosp_rate","aerosols","long.term",9,1.20169273569276e-05,8.53552206232828e-07,1.52205486534813e-44,-145789.628078159,9179
"death_rate","aerosols","long.term",9,2.30872860176015e-07,2.84981085116801e-07,0.417872682531173,-353311.872683104,20467
"case_rate","aerosols","long.term",9,1.02015656738347e-05,2.78583075078811e-06,0.000250941459663589,-259987.322375955,20467
"hosp_rate","pm25","long.term",9,6.5499589622385e-08,4.41999329673096e-08,0.138410242572105,-123602.904652336,7761
"death_rate","pm25","long.term",9,-1.38746613545629e-09,1.38394749640698e-08,0.920143686766361,-287567.421970405,16844
"case_rate","pm25","long.term",9,7.02521505120196e-08,1.27379535773729e-07,0.5812857931082,-212791.984585877,16844
"hosp_rate","aerosols_bin","long.term",9,3.16446926569748e-06,8.68894853072157e-06,0.715721162303832,-145589.694668474,9179
"death_rate","aerosols_bin","long.term",9,3.32026551758583e-07,2.91519751052453e-06,0.909322120826713,-353311.223480634,20467
"case_rate","aerosols_bin","long.term",9,-1.84676048917632e-05,2.85061666139934e-05,0.517091918722003,-259974.218200526,20467
"hosp_rate","pm25_bin","long.term",9,3.49586694293178e-05,2.94669817475627e-06,3.51793854364856e-32,-123743.497709897,7761
"death_rate","pm25_bin","long.term",9,7.90110423927783e-07,1.28000097177292e-06,0.53706291135081,-287567.797061138,16844
"case_rate","pm25_bin","long.term",9,2.8889210884093e-05,1.17793345850022e-05,0.0141956042935278,-212797.75765682,16844
"hosp_rate","aerosols","recent",10,1.34249540806108e-06,6.02333448961158e-07,0.025965344719666,-27401.3389557178,1616
"death_rate","aerosols","recent",10,2.01522210706489e-08,5.03671848923304e-08,0.689100528753779,-81754.6234132007,3881
"case_rate","aerosols","recent",10,3.85838656543047e-06,1.0548013695392e-06,0.000257666827970874,-58144.4211034295,3881
"hosp_rate","pm25","recent",10,-6.40976681319777e-08,2.81637154207203e-08,0.0230050681643446,-23886.1099819194,1410
"death_rate","pm25","recent",10,-2.19617858230066e-09,1.92635119757124e-09,0.254340888761938,-68794.8024192188,3264
"case_rate","pm25","recent",10,3.3865008331106e-08,4.15443658327956e-08,0.415044884405515,-48746.4379040702,3264
"hosp_rate","aerosols_bin","recent",10,3.72265382810798e-06,5.21054587781651e-06,0.475056619654586,-27396.802391908,1616
"death_rate","aerosols_bin","recent",10,-1.93227891101927e-07,4.43826857302396e-07,0.663319941723638,-81754.6531168969,3881
"case_rate","aerosols_bin","recent",10,9.79861599616009e-06,9.30956365734022e-06,0.292621492788412,-58132.0696998545,3881
"hosp_rate","pm25_bin","recent",10,1.01538683824704e-05,4.30898939034212e-06,0.0185903615996863,-23886.4899932857,1410
"death_rate","pm25_bin","recent",10,9.77276234687003e-08,3.00518009126432e-07,0.745052855665859,-68793.5968490968,3264
"case_rate","pm25_bin","recent",10,1.34316855796645e-05,6.47623794072457e-06,0.0381587729439696,-48750.1080759746,3264
"hosp_rate","aerosols","long.term",10,1.17844058618131e-05,8.43880011826517e-07,7.37407904451861e-44,-145572.381181262,9150
"death_rate","aerosols","long.term",10,2.09028776838571e-07,2.85705399356474e-07,0.464406903695989,-351813.879459473,20385
"case_rate","aerosols","long.term",10,1.18453738956109e-05,2.79240243908496e-06,2.22521932021771e-05,-258870.657809683,20385
"hosp_rate","pm25","long.term",10,5.93523156127298e-08,4.37033827594061e-08,0.174481573723633,-123525.881659711,7739
"death_rate","pm25","long.term",10,-1.933876703848e-09,1.38933759504176e-08,0.88929841727382,-286445.744131957,16782
"case_rate","pm25","long.term",10,1.29480147034171e-07,1.27866159524101e-07,0.311255281839877,-211948.032479946,16782
"hosp_rate","aerosols_bin","long.term",10,2.98652991393357e-06,8.57270168714354e-06,0.727565443715748,-145375.627719782,9150
"death_rate","aerosols_bin","long.term",10,-7.89067792694271e-08,2.92104860613496e-06,0.978449497472454,-351813.340027864,20385
"case_rate","aerosols_bin","long.term",10,6.59818241710153e-06,2.85617871040875e-05,0.817306000750017,-258852.560375442,20385
"hosp_rate","pm25_bin","long.term",10,3.48521410135402e-05,2.90400730324305e-06,6.94633046379016e-33,-123670.145221757,7739
"death_rate","pm25_bin","long.term",10,6.10591000973169e-07,1.29387569475399e-06,0.636998270012499,-286445.949719478,16782
"case_rate","pm25_bin","long.term",10,2.48483984293006e-05,1.19069215278839e-05,0.0369135811032961,-211951.398741649,16782
"hosp_rate","aerosols","recent",11,1.47901029310918e-06,5.98138958549504e-07,0.0135144818173892,-27385.7278499197,1615
"death_rate","aerosols","recent",11,-7.03559737620449e-08,5.02261973105564e-08,0.16135982568981,-81690.3336333702,3878
"case_rate","aerosols","recent",11,4.64728510460979e-06,1.05115961542422e-06,1.0090990187294e-05,-58103.4652381437,3878
"hosp_rate","pm25","recent",11,-5.13034152065293e-08,2.76096263669541e-08,0.0633575125312957,-23898.3612091492,1411
"death_rate","pm25","recent",11,-2.50831963137864e-09,1.9095859694972e-09,0.189093920975932,-68792.8844358631,3264
"case_rate","pm25","recent",11,3.87873035891514e-08,4.11826768140239e-08,0.346347299934487,-48744.5396124134,3264
"hosp_rate","aerosols_bin","recent",11,4.57725486805086e-06,5.20979748632111e-06,0.379759068123492,-27380.2928399783,1615
"death_rate","aerosols_bin","recent",11,-6.74987269080186e-07,4.43870712779339e-07,0.128421259084387,-81690.6866414055,3878
"case_rate","aerosols_bin","recent",11,1.59364671268833e-05,9.31000780303453e-06,0.0870221578654837,-58086.7597326192,3878
"hosp_rate","pm25_bin","recent",11,9.83106358317373e-06,4.35048685147838e-06,0.0239914239082421,-23900.0468530572,1411
"death_rate","pm25_bin","recent",11,5.66987760016612e-07,3.0196540002287e-07,0.0605179430309167,-68794.7009936093,3264
"case_rate","pm25_bin","recent",11,1.36324071322596e-05,6.510563959865e-06,0.0363474692006069,-48748.0686846362,3264
"hosp_rate","aerosols","long.term",11,1.19132697692516e-05,8.33667368826751e-07,8.04336310081888e-46,-145289.871451708,9116
"death_rate","aerosols","long.term",11,1.1389309941351e-07,2.86675383412154e-07,0.691158257903481,-350187.917107368,20296
"case_rate","aerosols","long.term",11,1.24026103280823e-05,2.8016597020802e-06,9.61092211702282e-06,-257653.71342592,20296
"hosp_rate","pm25","long.term",11,5.45769992860056e-08,4.29631435570125e-08,0.204009439201037,-123374.433600699,7712
"death_rate","pm25","long.term",11,-7.7955767435885e-10,1.39583349942859e-08,0.955462853155303,-285180.896778783,16712
"case_rate","pm25","long.term",11,1.31106407821766e-07,1.2845617234438e-07,0.307444028787932,-210995.962637695,16712
"hosp_rate","aerosols_bin","long.term",11,4.09734430051152e-06,8.45628566961627e-06,0.628019964529913,-145084.041408135,9116
"death_rate","aerosols_bin","long.term",11,-5.89508214096058e-07,2.92745112672499e-06,0.840409336576546,-350187.798741028,20296
"case_rate","aerosols_bin","long.term",11,1.41190980119986e-05,2.86234671386951e-05,0.621827199668274,-257634.191070267,20296
"hosp_rate","pm25_bin","long.term",11,3.44743846631456e-05,2.8610266454058e-06,3.92496424852068e-33,-123520.107419739,7712
"death_rate","pm25_bin","long.term",11,9.7105733628337e-07,1.30274893200819e-06,0.456045980013367,-285181.45544244,16712
"case_rate","pm25_bin","long.term",11,2.8079540885393e-05,1.19875643771477e-05,0.0191725267744441,-211000.456606141,16712
"hosp_rate","aerosols","recent",12,1.386940498911e-06,5.91536688611327e-07,0.0191684728590772,-27368.2634621813,1614
"death_rate","aerosols","recent",12,-1.10390914723337e-08,4.99427584707855e-08,0.825077022271169,-81600.5138420877,3874
"case_rate","aerosols","recent",12,2.84888154256191e-06,1.04643291733519e-06,0.00650885683441819,-58029.0452505945,3874
"hosp_rate","pm25","recent",12,-3.91561883056007e-08,2.7340743869678e-08,0.152325869399995,-23893.561610592,1411
"death_rate","pm25","recent",12,-2.91985353616158e-09,1.8948926940968e-09,0.123437272140379,-68815.3020082053,3265
"case_rate","pm25","recent",12,2.7398763093193e-08,4.10848105298584e-08,0.504894438772378,-48725.9119743409,3265
"hosp_rate","aerosols_bin","recent",12,2.64528796791231e-06,5.18268597277057e-06,0.609836331445937,-27362.9337781356,1614
"death_rate","aerosols_bin","recent",12,-3.41365210827382e-07,4.43176437625149e-07,0.44118751419851,-81601.0627894032,3874
"case_rate","aerosols_bin","recent",12,1.41812861426573e-05,9.29251380971681e-06,0.127067788326774,-58023.9265391136,3874
"hosp_rate","pm25_bin","recent",12,1.18645980504138e-05,4.47286470777319e-06,0.00807969986949052,-23898.6419453026,1411
"death_rate","pm25_bin","recent",12,6.37659676117975e-07,3.02530551260817e-07,0.0351291499149338,-68817.3885077994,3265
"case_rate","pm25_bin","recent",12,1.83221645445053e-05,6.5540578444535e-06,0.00521181491183196,-48733.345772194,3265
"hosp_rate","aerosols","long.term",12,1.17485544964685e-05,8.23471430772379e-07,1.11697460290122e-45,-144985.431674874,9081
"death_rate","aerosols","long.term",12,8.82643552972553e-08,2.87620215668643e-07,0.758939324186882,-348525.508448249,20205
"case_rate","aerosols","long.term",12,1.11316103678222e-05,2.81103655018838e-06,7.52195446741532e-05,-256404.138344727,20205
"hosp_rate","pm25","long.term",12,5.32154543033966e-08,4.22448956251022e-08,0.207820573089594,-123198.586829967,7683
"death_rate","pm25","long.term",12,-2.10617694542045e-09,1.39958359912328e-08,0.880383063734267,-283931.971865266,16643
"case_rate","pm25","long.term",12,9.84022283105732e-08,1.28772899857282e-07,0.44478688494212,-210060.66726636,16643
"hosp_rate","aerosols_bin","long.term",12,3.04394695584558e-06,8.33891769671043e-06,0.715098420339352,-144780.148684754,9081
"death_rate","aerosols_bin","long.term",12,-2.0749356546038e-07,2.93409299335978e-06,0.94362279882673,-348525.418451309,20205
"case_rate","aerosols_bin","long.term",12,1.68086038634334e-05,2.86870763657635e-05,0.557929507868459,-256388.664781028,20205
"hosp_rate","pm25_bin","long.term",12,3.43402616777323e-05,2.82832340800678e-06,1.31297489542109e-33,-123346.530513967,7683
"death_rate","pm25_bin","long.term",12,8.94449455090938e-07,1.31360954171813e-06,0.495938220990681,-283932.417807719,16643
"case_rate","pm25_bin","long.term",12,3.4328246150782e-05,1.20836737381175e-05,0.00450447169119184,-210068.236091161,16643
"hosp_rate","aerosols","recent",13,1.45170424637709e-06,5.8238774044455e-07,0.012780032720765,-27352.0965543899,1613
"death_rate","aerosols","recent",13,1.57228548100089e-08,4.96015366069245e-08,0.751273575277706,-81512.3773985767,3870
"case_rate","aerosols","recent",13,2.86065702770692e-06,1.03913624402745e-06,0.00593445006671961,-57966.3430625198,3870
"hosp_rate","pm25","recent",13,-2.48724406711458e-08,2.7951625382706e-08,0.373707657329946,-23879.039915022,1410
"death_rate","pm25","recent",13,-2.4263138088694e-09,1.89255601348134e-09,0.199924062280745,-68770.7384961323,3263
"case_rate","pm25","recent",13,1.35855296834727e-08,4.10328813468224e-08,0.74059884050568,-48693.8556470224,3263
"hosp_rate","aerosols_bin","recent",13,1.48348069818744e-06,5.12976304432895e-06,0.772473200758304,-27345.8590395043,1613
"death_rate","aerosols_bin","recent",13,-2.20954583487994e-07,4.41456494941417e-07,0.616742812651678,-81512.528677203,3870
"case_rate","aerosols_bin","recent",13,6.60118337706208e-06,9.25706581210056e-06,0.475829255603138,-57959.221564182,3870
"hosp_rate","pm25_bin","recent",13,1.3468682681169e-05,4.59496701353109e-06,0.00343239467414415,-23886.9882503626,1410
"death_rate","pm25_bin","recent",13,3.3153919075129e-07,3.08469822874728e-07,0.282550595806337,-68770.2454369157,3263
"case_rate","pm25_bin","recent",13,1.27896203822639e-05,6.68381724530465e-06,0.0557697467243654,-48697.440674135,3263
"hosp_rate","aerosols","long.term",13,1.17873220826887e-05,8.12216066510405e-07,3.5004695011587e-47,-144666.559766893,9044
"death_rate","aerosols","long.term",13,3.11474614170447e-07,2.88705807957312e-07,0.280660939676086,-346755.905585037,20108
"case_rate","aerosols","long.term",13,1.22378180763541e-05,2.82127695261216e-06,1.44697307879089e-05,-255082.058565619,20108
"hosp_rate","pm25","long.term",13,6.99405675916075e-08,4.25174006992597e-08,0.100014585491666,-123044.771428615,7654
"death_rate","pm25","long.term",13,-2.88346781989698e-09,1.40499346088604e-08,0.837394995847522,-282579.41049145,16568
"case_rate","pm25","long.term",13,5.97764157122123e-08,1.29245336650824e-07,0.643726462226116,-209047.488808109,16568
"hosp_rate","aerosols_bin","long.term",13,3.31501529246522e-06,8.21775388315757e-06,0.686666104263358,-144454.253479253,9044
"death_rate","aerosols_bin","long.term",13,-1.20863564679146e-07,2.94116078637029e-06,0.967221504276988,-346754.73256573,20108
"case_rate","aerosols_bin","long.term",13,4.06982189259425e-06,2.87541849150372e-05,0.887446042066258,-255063.097496299,20108
"hosp_rate","pm25_bin","long.term",13,3.43672140757732e-05,2.7921345319201e-06,1.75534063915212e-34,-123195.679021677,7654
"death_rate","pm25_bin","long.term",13,7.42220766893626e-07,1.32663990195017e-06,0.575845798386354,-282579.684439455,16568
"case_rate","pm25_bin","long.term",13,3.12317343097651e-05,1.220150034379e-05,0.0104862512867318,-209053.897021982,16568
"hosp_rate","aerosols","recent",14,1.63193154242338e-06,5.7542209990582e-07,0.00462556684802917,-27337.0350555746,1612
"death_rate","aerosols","recent",14,1.85118354893379e-08,4.93085345271846e-08,0.707362490531046,-81402.235895945,3865
"case_rate","aerosols","recent",14,2.80971085599415e-06,1.0328022741407e-06,0.00654827769539744,-57888.0871485597,3865
"hosp_rate","pm25","recent",14,-8.66448795296409e-09,3.04942966773949e-08,0.77634990222887,-23835.9948747425,1407
"death_rate","pm25","recent",14,-2.58105044024158e-09,1.9251998726052e-09,0.18012321348671,-68690.2860092937,3259
"case_rate","pm25","recent",14,2.67407308323159e-08,4.17672983287265e-08,0.522067704448047,-48633.8531201681,3259
"hosp_rate","aerosols_bin","recent",14,2.19292822281753e-06,5.05713088338415e-06,0.664615651162325,-27329.0466110637,1612
"death_rate","aerosols_bin","recent",14,9.60926969491241e-08,4.37962633286273e-07,0.826343580931609,-81402.1423168598,3865
"case_rate","aerosols_bin","recent",14,7.04737200568664e-06,9.18147366187258e-06,0.442793318481768,-57881.2256104786,3865
"hosp_rate","pm25_bin","recent",14,1.50722221663845e-05,4.71233609291991e-06,0.00141310866686562,-23846.3342587879,1407
"death_rate","pm25_bin","recent",14,5.13218462116822e-07,3.15156661357917e-07,0.103526043274668,-68691.1483680992,3259
"case_rate","pm25_bin","recent",14,1.49511011221417e-05,6.83361050081656e-06,0.0287500318842264,-48638.269878288,3259
"hosp_rate","aerosols","long.term",14,1.2005233226205e-05,8.05770346397484e-07,1.3362420692757e-49,-144306.015825096,9005
"death_rate","aerosols","long.term",14,1.8011083911413e-07,2.90242365602545e-07,0.534900751644676,-344893.715808265,20006
"case_rate","aerosols","long.term",14,9.41082367627418e-06,2.83661187635117e-06,0.000909485992950024,-253680.388005483,20006
"hosp_rate","pm25","long.term",14,1.04800068845944e-07,4.56257174951162e-08,0.0216491783352397,-122812.709280342,7621
"death_rate","pm25","long.term",14,-2.22979557118437e-09,1.43522930246649e-08,0.876538158866254,-281115.911278449,16487
"case_rate","pm25","long.term",14,7.21400642960602e-08,1.32001765234472e-07,0.584724042754139,-207949.71890163,16487
"hosp_rate","aerosols_bin","long.term",14,2.27389667542942e-06,8.14448586979446e-06,0.78010201397275,-144082.28697788,9005
"death_rate","aerosols_bin","long.term",14,1.72382982070673e-07,2.94864459092043e-06,0.953381402793746,-344893.330581183,20006
"case_rate","aerosols_bin","long.term",14,2.89759470069419e-06,2.88255629533887e-05,0.919931169652808,-253669.291899618,20006
"hosp_rate","pm25_bin","long.term",14,3.38530861527833e-05,2.75888222967776e-06,2.79192783961607e-34,-122960.055913418,7621
"death_rate","pm25_bin","long.term",14,9.39657539521742e-07,1.33879971540789e-06,0.48277296915765,-281116.385065534,16487
"case_rate","pm25_bin","long.term",14,2.67863499337913e-05,1.23117909733539e-05,0.0295945299589907,-207954.203390479,16487
